Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A Cautionary Note on the Use of Genotype Callers in Phylogenomics,"Duchen, Pablo; Salamin, Nicolas",,,,SYSTEMATIC BIOLOGY,JUL 2021,2021,70,4,,,,844,854,,10.1093/sysbio/syaa081,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Formal Links between Feature Diversity and Phylogenetic Diversity,"Wicke, Kristina; Mooers, Arne; Steel, Mike",,,,SYSTEMATIC BIOLOGY,MAY 2021,2021,70,3,,,,480,490,,10.1093/sysbio/syaa062,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Species Tree Estimation from Gene Trees by Minimizing Deep Coalescence and Maximizing Quartet Consistency: A Comparative Study and the Presence of Pseudo Species Tree Terraces,"Farah, Ishrat Tanzila; Islam, Muktadirul; Zinat, Kazi Tasnim; Rahman, Atif Hasan; Bayzid, Shamsuzzoha",,,,SYSTEMATIC BIOLOGY,NOV 2021,2021,70,6,,,,1213,1231,,10.1093/sysbio/syab026,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
A New Method for Integrating Ecological Niche Modeling with Phylogenetics to Estimate Ancestral Distributions,"Guillory, Wilson X.; Brown, Jason L.",,,,SYSTEMATIC BIOLOGY,SEP 2021,2021,70,5,,,,1033,1045,,10.1093/sysbio/syab016,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Adaptive Tree Proposals for Bayesian Phylogenetic Inference,"Meyer, X.",,,,SYSTEMATIC BIOLOGY,SEP 2021,2021,70,5,,,,1015,1032,,10.1093/sysbio/syab004,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
On the Selection and Analysis of Clades in Comparative Evolutionary Studies,"Poe, Steven; Anderson, Christopher; Barnett, Joseph",,,,SYSTEMATIC BIOLOGY,JAN 2021,2021,70,1,,,,190,196,,10.1093/sysbio/syaa022,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Lineage Identification Affects Estimates of Evolutionary Mode in Marine Snails,"Vaux, Felix; Gemmell, Michael R.; Hills, Simon F. K.; Marshall, Bruce A.; Beu, Alan G.; Crampton, James S.; Trewick, Steven A.; Morgan-Richards, Mary",,,,SYSTEMATIC BIOLOGY,NOV 2020,2020,69,6,,,,1106,1121,,10.1093/sysbio/syaa018,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Systematic Exploration of the High Likelihood Set of Phylogenetic Tree Topologies,"Whidden, Chris; Claywell, Brian C.; Fisher, Thayer; Magee, Andrew F.; Fourment, Mathieu; Matsen, Frederick A.",,,,SYSTEMATIC BIOLOGY,MAR 2020,2020,69,2,,,,280,293,,10.1093/sysbio/syz047,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Probabilistic Species Tree Distances: Implementing the Multispecies Coalescent to Compare Species Trees Within the Same Model-Based Framework Used to Estimate Them,"Adams, Richard H.; Castoe, Todd A.",,,,SYSTEMATIC BIOLOGY,JAN 2020,2020,69,1,,,,194,207,,10.1093/sysbio/syz031,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Biogeographical Network Analysis of Cretaceous Terrestrial Tetrapods: A Phylogeny-Based Approach,"Kubo, Tai",,,,SYSTEMATIC BIOLOGY,NOV 2019,2019,68,6,,,,1034,1051,,10.1093/sysbio/syz024,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OSF-Builder: A New Tool for Constructing and Representing Evolutionary Histories Involving Introgression,"Scholz, Guillaume E.; Popescu, Andrei-Alin; Taylor, Martin I.; Moulton, Vincent; Huber, Katharina T.",,,,SYSTEMATIC BIOLOGY,SEP 2019,2019,68,5,,,,717,729,,10.1093/sysbio/syz004,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Towards Improving Searches for Optimal Phylogenies,"Ford, Eric; St John, Katherine; Wheeler, Ward C.",,,,SYSTEMATIC BIOLOGY,JAN 2015,2015,64,1,,,,56,65,,10.1093/sysbio/syu065,,,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
IKey+: A New Single-Access Key Generation Web Service,"Burguiere, Thomas; Causse, Florian; Ung, Visotheary; Vignes-Lebbe, Regine",,,,SYSTEMATIC BIOLOGY,JAN 2013,2013,62,1,,,,157,161,,10.1093/sysbio/sys069,,,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Resolving Marine-Freshwater Transitions by Diatoms Through a Fog of Gene Tree Discordance,"Roberts, Wade R.; Ruck, Elizabeth C.; Downey, Kala M.; Pinseel, Eveline; Alverson, Andrew J.",,,,SYSTEMATIC BIOLOGY,,2023,,,,,,,,,10.1093/sysbio/syad038,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Species Delimitation, Phylogenomics, and Biogeography of Sulawesi Flying Lizards: A Diversification History Complicated by Ancient Hybridization, Cryptic Species, and Arrested Speciation","Mcguire, Jimmy A.; Huang, Xiaoting; Reilly, Sean B.; Iskandar, Djoko T.; Wang-Claypool, Cynthia Y.; Werning, Sarah; Chong, Rebecca A.; Lawalata, Shobi Z. S.; Stubbs, Alexander L.; Frederick, Jeffrey H.; Brown, Rafe M.; Evans, Ben J.; Arifin, Umilaela; Riyanto, Awal; Hamidy, Amir; Arida, Evy; Koo, Michelle S.; Supriatna, Jatna; Andayani, Noviar; Hall, Robert",,,,SYSTEMATIC BIOLOGY,AUG 7 2023,2023,72,4,,,,885,911,syad020,10.1093/sysbio/syad020,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dispersal-Limited Symbionts Exhibit Unexpectedly Wide Variation in Host Specificity,"Matthews, Alix E.; Wijeratne, Asela J.; Sweet, Andrew D.; Hernandes, Fabio A.; Toews, David P. L.; Boves, Than J.",,,,SYSTEMATIC BIOLOGY,AUG 7 2023,2023,72,4,,,,802,819,,10.1093/sysbio/syad014,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Estimation of species divergence times in presence of cross-species gene flow,"Tiley, George P.; Flouri, Tomas; Jiao, Xiyun; Poelstra, Jelmer W.; Xu, Bo; Zhu, Tianqi; Rannala, Bruce; Yoder, Anne D.; Yang, Ziheng",,,,SYSTEMATIC BIOLOGY,AUG 7 2023,2023,72,4,,,,820,836,,10.1093/sysbio/syad015,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Compositionally Constrained Sites Drive Long-Branch Attraction,"Szantho, Lenard L.; Lartillot, Nicolas; Szollosi, Gergely J.; Schrempf, Dominik",,,,SYSTEMATIC BIOLOGY,AUG 7 2023,2023,72,4,,,,767,780,,10.1093/sysbio/syad013,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Impact of Phylogenetic Tree Completeness and Mis-specification of Sampling Fractions on Trait Dependent Diversification Models,"Mynard, Poppy; Algar, Adam C.; Lancaster, Lesley T.; Bocedi, Greta; Fahri, Fahri; Gubry-Rangin, Cecile; Lupiyaningdyah, Pungki; Nangoy, Meis; Osborne, Owen G.; Papadopulos, Alexander S. T.; Sudiana, I. Made; Juliandi, Berry; Travis, Justin M. J.; Herrera-Alsina, Leonel",,,,SYSTEMATIC BIOLOGY,MAY 19 2023,2023,72,1,,,,106,119,,10.1093/sysbio/syad001,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Performance of Akaike Information Criterion and Bayesian Information Criterion in Selecting Partition Models and Mixture Models,"Liu, Qin; Charleston, Michael A.; Richards, Shane A.; Holland, Barbara R.",,,,SYSTEMATIC BIOLOGY,MAY 19 2023,2023,72,1,,,,92,105,,10.1093/sysbio/syac081,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phylogenomics of the Ancient and Species-Depauperate Gars Tracks 150 Million Years of Continental Fragmentation in the Northern Hemisphere,"Doran Brownstein, Chase; Yang, Liandong; Friedman, Matt; Near, Thomas J.",,,,SYSTEMATIC BIOLOGY,MAY 19 2023,2023,72,1,,,,213,227,,10.1093/sysbio/syac080,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Both Diet and Sociality Affect Primate Brain-Size Evolution,"Grabowski, Mark; Kopperud, Bjorn T.; Tsuboi, Masahito; Hansen, Thomas F.",,,,SYSTEMATIC BIOLOGY,JUN 16 2023,2023,72,2,,,,404,418,,10.1093/sysbio/syac075,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Estimating the Age of Poorly Dated Fossil Specimens and Deposits Using a Total-Evidence Approach and the Fossilized Birth-Death Process,"Barido-Sottani, Joelle; Zyla, Dagmara; Heath, Tracy A.",,,,SYSTEMATIC BIOLOGY,JUN 16 2023,2023,72,2,,,,466,475,,10.1093/sysbio/syac073,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Concordance and Discordance in the Phylogenomics of the Wrasses and Parrotfishes (Teleostei: Labridae),"Hughes, Lily C.; Nash, Chloe M.; White, William T.; Westneat, Mark W.",,,,SYSTEMATIC BIOLOGY,JUN 17 2023,2023,72,3,,,,530,543,,10.1093/sysbio/syac072,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sexual Signals Persist over Deep Time: Ancient Co-option of Bioluminescence for Courtship Displays in Cypridinid Ostracods,"Ellis, Emily A.; Goodheart, Jessica A.; Hensley, Nicholai M.; Gonzalez, Vanessa L.; Reda, Nicholas J.; Rivers, Trevor J.; Morin, James G.; Torres, Elizabeth; Gerrish, Gretchen A.; Oakley, Todd H.",,,,SYSTEMATIC BIOLOGY,JUN 16 2023,2023,72,2,,,,264,274,,10.1093/sysbio/syac057,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Functional Trade-Offs Asymmetrically Promote Phenotypic Evolution,"Burress, Edward D.; Munoz, Martha M.",,,,SYSTEMATIC BIOLOGY,MAY 19 2023,2023,72,1,,,,150,160,,10.1093/sysbio/syac058,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fossils Do Not Substantially Improve, and May Even Harm, Estimates of Diversification Rate Heterogeneity","Beaulieu, Jeremy M.; O'Meara, Brian C.",,,,SYSTEMATIC BIOLOGY,MAY 19 2023,2023,72,1,,,,50,61,,10.1093/sysbio/syac049,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Impact of Ghost Introgression on Coalescent-Based Species Tree Inference and Estimation of Divergence Time,"Pang, Xiao-Xu; Zhang, Da-Yong",,,,SYSTEMATIC BIOLOGY,MAY 19 2023,2023,72,1,,,,35,49,,10.1093/sysbio/syac047,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Target Enrichment and Extensive Population Sampling Help Untangle the Recent, Rapid Radiation of Oenothera Sect. Calylophus","Cooper, Benjamin J.; Moore, Michael J.; Douglas, Norman A.; Wagner, Warren L.; Johnson, Matthew G.; Overson, Rick P.; Kinosian, Sylvia P.; McDonnell, Angela J.; Levin, Rachel A.; Raguso, Robert A.; Olvera, Hilda Flores; Ochoterena, Helga; Fant, Jeremie B.; Skogen, Krissa A.; Wickett, Norman J.",,,,SYSTEMATIC BIOLOGY,JUN 16 2023,2023,72,2,,,,249,263,,10.1093/sysbio/syac032,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bayesian Analyses of Comparative Data with the Ornstein-Uhlenbeck Model: Potential Pitfalls,"Cornuault, Josselin",,,,SYSTEMATIC BIOLOGY,OCT 12 2022,2022,71,6,,,,1524,1540,,10.1093/sysbio/syac036,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phylogenetic Diversity Rankings in the Face of Extinctions: The Robustness of the Fair Proportion Index,"Fischer, Mareike; Francis, Andrew; Wicke, Kristina",,,,SYSTEMATIC BIOLOGY,JUN 17 2023,2023,72,3,,,,606,615,,10.1093/sysbio/syac030,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Robust, Universal Tree Balance Indices","Lemant, Jeanne; Le Sueur, Cecile; Manojlovic, Veselin; Noble, Robert",,,,SYSTEMATIC BIOLOGY,,2022,,,,,,,,,10.1093/sysbio/syac027,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
